simbolo,puntas,ultimoPrecio,variacionPorcentual,apertura,maximo,minimo,ultimoCierre,volumen,cantidadOperaciones,fecha,tipoOpcion,precioEjercicio,fechaVencimiento,mercado,moneda,descripcion,plazo,laminaMinima,lote
CSCO,"{'cantidadCompra': 4.0, 'precioCompra': 9571.0, 'precioVenta': 9580.0, 'cantidadVenta': 22.0}",9580.0,0.7,9527.5,9997.0,9396.5,9580.0,987.0,118.0,2023-12-29T13:45:23.38,,,,1,1,Cisco Systems,T2,1,1
CSCOD,"{'cantidadCompra': 5.0, 'precioCompra': 9.4, 'precioVenta': 10.8, 'cantidadVenta': 25.0}",9.99,0.0,10.0,10.2,9.99,9.99,77.0,7.0,2023-12-29T13:28:50.59,,,,1,2,Cisco Systems,T2,1,1
CVX,"{'cantidadCompra': 1500.0, 'precioCompra': 17611.0, 'precioVenta': 17814.0, 'cantidadVenta': 1500.0}",17814.0,1.07,17750.0,18489.0,17325.5,17814.0,1109.0,213.0,2023-12-29T13:46:19.18,,,,1,1,Chevron,T2,1,1
CVXD,"{'cantidadCompra': 30.0, 'precioCompra': 17.1, 'precioVenta': 18.6, 'cantidadVenta': 13.0}",18.7,0.0,18.0,18.9,18.0,18.7,0.0,0.0,2023-12-29T03:00:27.247,,,,1,2,Chevron,T2,1,1
CX,"{'cantidadCompra': 250.0, 'precioCompra': 7371.0, 'precioVenta': 7501.0, 'cantidadVenta': 250.0}",7400.5,1.48,7400.0,7465.5,7400.0,7400.5,556.0,5.0,2023-12-29T13:16:21.307,,,,1,1,Cemex,T2,1,1
DD,"{'cantidadCompra': 2200.0, 'precioCompra': 14441.5, 'precioVenta': 14547.5, 'cantidadVenta': 3.0}",14400.5,2.37,14350.0,14499.0,14330.5,14400.5,8.0,7.0,2023-12-29T13:06:55.917,,,,1,1,Dupont Corporation,T2,1,1
DE,"{'cantidadCompra': 1.0, 'precioCompra': 9455.0, 'precioVenta': 9532.0, 'cantidadVenta': 3100.0}",9537.0,0.96,9600.0,9892.5,9256.5,9537.0,573.0,84.0,2023-12-29T13:35:51.057,,,,1,1,Deere,T2,1,1
DEC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-29T03:00:12.493,,,,1,2,Deere,T2,1,1
DED,"{'cantidadCompra': 2.0, 'precioCompra': 9.0, 'precioVenta': 9.9, 'cantidadVenta': 10.0}",9.95,0.0,10.0,10.0,9.95,9.95,0.0,0.0,2023-12-29T03:00:03.967,,,,1,2,Deere,T2,1,1
DEO,"{'cantidadCompra': 4.0, 'precioCompra': 23215.0, 'precioVenta': 23228.0, 'cantidadVenta': 1200.0}",23228.0,1.49,23825.0,24281.0,22880.0,23228.0,954.0,162.0,2023-12-29T13:46:09.25,,,,1,1,CEDEAR DIAGEO PL,T2,1,1
DESP,"{'cantidadCompra': 4900.0, 'precioCompra': 8999.5, 'precioVenta': 9130.0, 'cantidadVenta': 4946.0}",9008.5,3.27,8870.0,9365.5,8870.0,9008.5,894.0,140.0,2023-12-29T13:43:02.973,,,,1,1,Despegar,T2,1,1
DESPD,"{'cantidadCompra': 3.0, 'precioCompra': 8.82, 'precioVenta': 9.5, 'cantidadVenta': 17.0}",9.5,0.1,9.4,9.5,9.4,9.5,4.0,4.0,2023-12-29T13:14:38.617,,,,1,2,Despegar,T2,1,1
DIA,"{'cantidadCompra': 46.0, 'precioCompra': 17941.0, 'precioVenta': 17987.5, 'cantidadVenta': 6500.0}",17970.0,1.4,18000.0,18600.0,17642.5,17970.0,11143.0,888.0,2023-12-29T13:46:09.517,,,,1,1,Etf Spdr Dow Jones Industrial,T2,1,1
DIAD,"{'cantidadCompra': 111.0, 'precioCompra': 18.4, 'precioVenta': 18.65, 'cantidadVenta': 8.0}",18.6,0.26,18.7,18.8,18.2,18.6,447.0,55.0,2023-12-29T13:46:06.207,,,,1,2,Etf Spdr Dow Jones Industrial,T2,1,1
DISN,"{'cantidadCompra': 63.0, 'precioCompra': 7100.0, 'precioVenta': 7114.0, 'cantidadVenta': 291.0}",7114.0,0.11,7107.0,7335.0,7055.0,7114.0,9356.0,597.0,2023-12-29T13:46:16.633,,,,1,1,The Walt Disney Company,T2,1,1
DISND,"{'cantidadCompra': 8.0, 'precioCompra': 7.51, 'precioVenta': 7.74, 'cantidadVenta': 21.0}",7.57,-1.3,7.79,7.79,7.56,7.57,264.0,38.0,2023-12-29T13:40:03.047,,,,1,2,The Walt Disney Company,T2,1,1
DOCU,"{'cantidadCompra': 11700.0, 'precioCompra': 2544.5, 'precioVenta': 2579.0, 'cantidadVenta': 239.0}",2579.0,1.99,2550.0,2740.0,2472.0,2579.0,1771.0,14.0,2023-12-29T13:20:26.727,,,,1,1,DocuSign Inc.,T2,1,1
DOCUC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-29T03:00:14.327,,,,1,2,Docusign Inc,T2,1,1
DOCUD,"{'cantidadCompra': 93.0, 'precioCompra': 2.37, 'precioVenta': 0.0, 'cantidadVenta': 0.0}",2.85,0.0,2.84,2.85,2.84,2.85,0.0,0.0,2023-12-29T03:00:17.853,,,,1,2,Docusign Inc,T2,1,1
DOW,"{'cantidadCompra': 3300.0, 'precioCompra': 8620.0, 'precioVenta': 8726.5, 'cantidadVenta': 3300.0}",8731.5,0.32,8703.0,8972.5,8409.5,8731.5,618.0,29.0,2023-12-29T13:28:13.327,,,,1,1,Dow Inc.,T2,1,1
DOWD,"{'cantidadCompra': 10.0, 'precioCompra': 7.1, 'precioVenta': 9.8, 'cantidadVenta': 12.0}",8.9,0.0,9.0,9.0,8.9,8.9,0.0,0.0,2023-12-29T03:00:23.273,,,,1,2,Dow Inc.,T2,1,1
E,"{'cantidadCompra': 200.0, 'precioCompra': 7988.5, 'precioVenta': 8107.0, 'cantidadVenta': 4100.0}",7987.5,-0.86,8087.5,8117.0,7987.5,7987.5,34.0,3.0,2023-12-29T13:23:13.133,,,,1,1,ENI Spa,T2,1,1
EA,"{'cantidadCompra': 160.0, 'precioCompra': 9201.5, 'precioVenta': 9327.0, 'cantidadVenta': 160.0}",9198.0,0.82,9126.0,9556.5,9050.0,9198.0,181.0,31.0,2023-12-29T13:32:42.467,,,,1,1,ELECTRONIC ARTS INC.,T2,1,1
EAC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-29T03:00:17.807,,,,1,2,Electronic Arts Inc.,T2,1,1
EAD,"{'cantidadCompra': 2.0, 'precioCompra': 8.5, 'precioVenta': 12.0, 'cantidadVenta': 123.0}",9.34,0.0,9.34,9.34,9.34,9.34,0.0,0.0,2023-12-29T03:00:00.933,,,,1,2,Electronic Arts Inc.,T2,1,1
EBAY,"{'cantidadCompra': 1400.0, 'precioCompra': 20538.0, 'precioVenta': 20778.0, 'cantidadVenta': 1400.0}",20509.5,-0.19,20731.0,21434.0,20358.0,20509.5,53.0,16.0,2023-12-29T13:34:56.907,,,,1,1,eBay,T2,1,1
EBAYD,"{'cantidadCompra': 20.0, 'precioCompra': 19.0, 'precioVenta': 22.45, 'cantidadVenta': 29.0}",21.95,0.0,22.0,22.0,21.0,21.95,0.0,0.0,2023-12-29T03:00:05.397,,,,1,2,eBay,T2,1,1
EBR,"{'cantidadCompra': 60.0, 'precioCompra': 32407.0, 'precioVenta': 32831.0, 'cantidadVenta': 1200.0}",33453.0,3.31,33580.0,33580.0,33453.0,33453.0,5.0,5.0,2023-12-29T12:20:57.477,,,,1,1,Centrais Elétricas Brasileiras S.A. - Eletrobrás,T2,1,1
EEM,"{'cantidadCompra': 29.0, 'precioCompra': 7601.0, 'precioVenta': 7709.0, 'cantidadVenta': 180.0}",7708.0,1.31,7750.0,8298.0,7522.5,7708.0,21817.0,261.0,2023-12-29T13:41:34.307,,,,1,1,Etf Ishares Msci Emerging Market,T2,1,1
EEMD,"{'cantidadCompra': 120.0, 'precioCompra': 7.51, 'precioVenta': 8.2, 'cantidadVenta': 9.0}",8.4,12.6,7.5,8.4,7.5,8.4,7.0,4.0,2023-12-29T12:59:38.683,,,,1,2,Etf Ishares Msci Emerging Market,T2,1,1
EFX,"{'cantidadCompra': 100.0, 'precioCompra': 14599.5, 'precioVenta': 14775.0, 'cantidadVenta': 2500.0}",14599.0,0.0,15000.0,15000.0,14599.0,14599.0,5.0,2.0,2023-12-29T13:41:17.717,,,,1,1,Equifax Inc.,T2,1,1
EFXC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-29T03:00:01.427,,,,1,2,Equifax Inc.,T2,1,1
EFXD,,11.4,0.0,11.4,11.4,11.4,11.4,0.0,0.0,2023-12-27T02:59:59.83,,,,1,2,Equifax Inc.,T2,1,1
ERIC,"{'cantidadCompra': 11400.0, 'precioCompra': 2936.5, 'precioVenta': 2975.0, 'cantidadVenta': 52.0}",2975.0,-0.56,3000.0,3051.0,2891.0,2975.0,150.0,44.0,2023-12-29T13:43:55.163,,,,1,1,LM Ericsson Telephone,T2,1,1
ERJ,"{'cantidadCompra': 5.0, 'precioCompra': 16249.0, 'precioVenta': 17600.0, 'cantidadVenta': 162.0}",17600.0,-0.17,17633.0,17633.0,16616.0,17600.0,64.0,13.0,2023-12-29T12:43:52.453,,,,1,1,Embraer S.A.,T2,1,1
ERJD,"{'cantidadCompra': 20.0, 'precioCompra': 16.6, 'precioVenta': 19.4, 'cantidadVenta': 30.0}",19.5,2.63,19.6,19.6,19.5,19.5,0.0,2.0,2023-12-27T17:00:02.237,,,,1,2,Embraer S.A.,T2,1,1
ETSY,"{'cantidadCompra': 300.0, 'precioCompra': 4800.5, 'precioVenta': 4851.5, 'cantidadVenta': 4000.0}",4854.0,0.91,4900.0,5000.0,4758.0,4854.0,68.0,28.0,2023-12-29T13:44:38.193,,,,1,1,Etsy Inc.,T2,1,1
ETSYC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-29T03:00:00.643,,,,1,2,Etsy Inc,T2,1,1
ETSYD,"{'cantidadCompra': 2.0, 'precioCompra': 4.9, 'precioVenta': 5.49, 'cantidadVenta': 120.0}",5.58,0.0,5.5,5.6,5.5,5.58,0.0,0.0,2023-12-29T03:00:03.383,,,,1,2,Etsy Inc,T2,1,1
EWZ,"{'cantidadCompra': 1.0, 'precioCompra': 16500.0, 'precioVenta': 16750.0, 'cantidadVenta': 30.0}",16661.0,0.43,16800.0,17990.0,16344.0,16661.0,14472.0,387.0,2023-12-29T13:44:40.723,,,,1,1,Etf Ishares Msci Brazil,T2,1,1
EWZD,"{'cantidadCompra': 5.0, 'precioCompra': 17.5, 'precioVenta': 18.25, 'cantidadVenta': 58.0}",18.25,0.0,18.7,18.7,17.5,18.25,192.0,13.0,2023-12-29T13:46:21.177,,,,1,2,Etf Ishares Msci Brazil,T2,1,1
F,"{'cantidadCompra': 130.0, 'precioCompra': 11585.0, 'precioVenta': 11740.0, 'cantidadVenta': 130.0}",11599.5,0.35,11560.0,12300.0,11450.0,11599.5,1071.0,78.0,2023-12-29T13:41:10.843,,,,1,1,Ford Motor Company,T2,1,1
FCX,"{'cantidadCompra': 100.0, 'precioCompra': 13355.0, 'precioVenta': 13520.5, 'cantidadVenta': 2303.0}",13354.5,-1.04,14170.5,14170.5,13327.5,13354.5,312.0,18.0,2023-12-29T13:46:09.48,,,,1,1,Freeport-Mcmoran Copper & Gold,T2,1,1
FD,"{'cantidadCompra': 1.0, 'precioCompra': 11.55, 'precioVenta': 12.3, 'cantidadVenta': 17.0}",12.35,0.0,11.8,12.35,11.8,12.35,0.0,0.0,2023-12-29T03:00:06.16,,,,1,2,Ford Motor Company,T2,1,1
FDX,"{'cantidadCompra': 5.0, 'precioCompra': 24025.0, 'precioVenta': 24137.0, 'cantidadVenta': 60.0}",24050.0,0.92,23900.0,25100.0,23315.0,24050.0,245.0,50.0,2023-12-29T13:45:22.71,,,,1,1,FedEx,T2,1,1
FDXD,"{'cantidadCompra': 1.0, 'precioCompra': 23.5, 'precioVenta': 30.0, 'cantidadVenta': 42.0}",25.0,0.0,25.0,25.0,25.0,25.0,0.0,0.0,2023-12-29T03:00:02.6,,,,1,2,FedEx,T2,1,1
FMX,"{'cantidadCompra': 80.0, 'precioCompra': 20484.0, 'precioVenta': 20705.5, 'cantidadVenta': 2400.0}",20453.0,0.19,20453.0,20453.0,20453.0,20453.0,13.0,1.0,2023-12-29T12:20:57.493,,,,1,1,Femsa,T2,1,1
FMXD,,39.5,0.0,39.5,0.0,0.0,39.5,0.0,0.0,2023-12-29T03:00:00.01,,,,1,2,Femsa,T2,1,1
FSLR,"{'cantidadCompra': 1.0, 'precioCompra': 52650.5, 'precioVenta': 55500.0, 'cantidadVenta': 1.0}",54721.0,2.28,55000.0,56819.0,54000.0,54721.0,175.0,86.0,2023-12-29T13:43:48.793,,,,1,1,First Solar,T2,1,1
GE,"{'cantidadCompra': 20.0, 'precioCompra': 14200.0, 'precioVenta': 15300.0, 'cantidadVenta': 1.0}",15223.0,0.04,15800.0,15800.0,15056.0,15223.0,735.0,75.0,2023-12-29T13:35:51.027,,,,1,1,General Electric,T2,1,1
GEC,,13.6,0.0,13.6,13.6,13.6,13.6,0.0,0.0,2023-12-29T03:00:07.93,,,,1,2,General Electric,T2,1,1
GED,"{'cantidadCompra': 2.0, 'precioCompra': 14.0, 'precioVenta': 17.6, 'cantidadVenta': 47.0}",16.0,0.0,16.0,16.0,16.0,16.0,0.0,0.0,2023-12-29T03:00:12.017,,,,1,2,General Electric,T2,1,1
GFI,"{'cantidadCompra': 2.0, 'precioCompra': 13205.0, 'precioVenta': 13779.0, 'cantidadVenta': 120.0}",13779.5,-0.08,13601.0,13779.5,13410.0,13779.5,23.0,10.0,2023-12-29T13:32:12.627,,,,1,1,Gold Fields,T2,1,1
GGB,"{'cantidadCompra': 80.0, 'precioCompra': 18199.0, 'precioVenta': 18469.0, 'cantidadVenta': 2.0}",18527.5,0.69,18450.5,18539.0,18008.0,18527.5,39.0,10.0,2023-12-29T13:24:01.93,,,,1,1,Gerdau,T2,1,1
GILD,"{'cantidadCompra': 60.0, 'precioCompra': 19143.5, 'precioVenta': 19374.0, 'cantidadVenta': 1500.0}",19373.5,1.1,19312.5,20206.0,18997.0,19373.5,249.0,48.0,2023-12-29T13:39:57.36,,,,1,1,Gilead Sciences,T2,1,1
GILDC,,15.5,0.0,15.5,15.5,15.5,15.5,0.0,0.0,2023-12-29T03:00:10.13,,,,1,2,Gilead Sciences,T2,1,1
GILDD,"{'cantidadCompra': 1.0, 'precioCompra': 21.7, 'precioVenta': 24.0, 'cantidadVenta': 32.0}",24.0,0.0,24.0,24.0,24.0,24.0,0.0,0.0,2023-12-29T03:00:03.383,,,,1,2,Gilead Sciences,T2,1,1
GLOB,"{'cantidadCompra': 150.0, 'precioCompra': 12538.0, 'precioVenta': 12690.0, 'cantidadVenta': 3600.0}",12537.5,0.19,12895.0,13100.0,12425.0,12537.5,2276.0,210.0,2023-12-29T13:44:56.077,,,,1,1,Globant,T2,1,1
GLOBD,"{'cantidadCompra': 50.0, 'precioCompra': 12.25, 'precioVenta': 13.6, 'cantidadVenta': 4.0}",12.75,-1.92,13.2,13.8,12.75,12.75,67.0,8.0,2023-12-29T13:17:19.847,,,,1,2,Globant,T2,1,1
GLW,"{'cantidadCompra': 160.0, 'precioCompra': 7167.0, 'precioVenta': 7261.0, 'cantidadVenta': 3700.0}",7279.0,1.46,7398.0,7398.0,7278.0,7279.0,119.0,3.0,2023-12-29T12:20:57.503,,,,1,1,Corning,T2,1,1
GM,"{'cantidadCompra': 4700.0, 'precioCompra': 5654.0, 'precioVenta': 5747.5, 'cantidadVenta': 4700.0}",5749.0,1.76,5697.0,6000.0,5568.5,5749.0,411.0,80.0,2023-12-29T13:38:58.677,,,,1,1,General Motors Co.,T2,1,1
GMD,"{'cantidadCompra': 5.0, 'precioCompra': 5.0, 'precioVenta': 6.0, 'cantidadVenta': 24.0}",5.85,0.0,5.85,5.85,5.85,5.85,0.0,0.0,2023-12-29T03:00:02.533,,,,1,2,General Motors Co.,T2,1,1
GOGLD,"{'cantidadCompra': 2.0, 'precioCompra': 2.36, 'precioVenta': 2.43, 'cantidadVenta': 187.0}",2.41,-0.41,2.42,2.5,2.36,2.41,8556.0,166.0,2023-12-29T13:46:03.153,,,,1,2,Google,T2,1,1
GOLD,"{'cantidadCompra': 63.0, 'precioCompra': 16748.0, 'precioVenta': 17045.0, 'cantidadVenta': 50.0}",17010.5,-0.8,17148.0,17858.5,16875.0,17010.5,13331.0,444.0,2023-12-29T13:45:48.447,,,,1,1,Barrick Gold,T2,1,1
GOLDC,,16.3,0.0,16.3,16.3,16.3,16.3,0.0,0.0,2023-12-29T03:00:15.953,,,,1,2,Barrick Gold,T2,1,1
GOLDD,"{'cantidadCompra': 56.0, 'precioCompra': 17.55, 'precioVenta': 18.0, 'cantidadVenta': 5.0}",18.0,0.27,17.4,18.0,17.4,18.0,39.0,8.0,2023-12-29T13:24:22.763,,,,1,2,Barrick Gold,T2,1,1
GOOGL,"{'cantidadCompra': 818.0, 'precioCompra': 2273.5, 'precioVenta': 2286.0, 'cantidadVenta': 56.0}",2286.0,0.48,2300.0,2369.0,2238.5,2286.0,74875.0,2920.0,2023-12-29T13:46:09.167,,,,1,1,Google,T2,1,1
GPRK,"{'cantidadCompra': 21.0, 'precioCompra': 8260.0, 'precioVenta': 8388.0, 'cantidadVenta': 130.0}",8300.0,1.91,8259.5,8300.0,8259.5,8300.0,53.0,3.0,2023-12-29T13:33:39.527,,,,1,1,Geopark Ltd.,T2,1,1
GPRKC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-29T03:00:21.36,,,,1,2,Geopark Ltd,T2,1,1
GPRKD,"{'cantidadCompra': 20.0, 'precioCompra': 8.4, 'precioVenta': 10.25, 'cantidadVenta': 40.0}",10.5,0.0,10.5,10.5,10.5,10.5,0.0,0.0,2023-12-29T03:00:10.637,,,,1,2,Geopark Ltd,T2,1,1
GRMN,"{'cantidadCompra': 40.0, 'precioCompra': 40586.0, 'precioVenta': 41157.5, 'cantidadVenta': 40.0}",40845.0,2.34,40845.0,40845.0,40845.0,40845.0,7.0,1.0,2023-12-29T12:20:57.517,,,,1,1,Garmin LTD.,T2,1,1
GS,"{'cantidadCompra': 1200.0, 'precioCompra': 27945.5, 'precioVenta': 28277.0, 'cantidadVenta': 1200.0}",27894.0,0.38,29000.0,29000.0,27714.0,27894.0,71.0,7.0,2023-12-29T13:24:32.21,,,,1,1,Goldman Sachs,T2,1,1
GSD,"{'cantidadCompra': 2.0, 'precioCompra': 25.5, 'precioVenta': 30.55, 'cantidadVenta': 3.0}",29.1,0.0,28.9,29.1,28.9,29.1,0.0,0.0,2023-12-29T03:00:02.14,,,,1,2,Goldman Sachs,T2,1,1
GSK,"{'cantidadCompra': 3600.0, 'precioCompra': 8725.0, 'precioVenta': 8837.0, 'cantidadVenta': 3600.0}",8695.5,-0.46,8735.5,8735.5,8695.5,8695.5,16.0,2.0,2023-12-29T12:48:26.957,,,,1,1,GlaxoSmithKline,T2,1,1
GSKC,,9.84,0.0,9.84,9.84,9.84,9.84,0.0,0.0,2023-12-29T03:00:30.623,,,,1,2,GlaxoSmithKline,T2,1,1
GSKD,"{'cantidadCompra': 10.0, 'precioCompra': 7.0, 'precioVenta': 0.0, 'cantidadVenta': 0.0}",8.9,0.0,8.9,8.9,8.9,8.9,0.0,0.0,2023-12-29T03:00:23.53,,,,1,2,GlaxoSmithKline,T2,1,1
HAL,"{'cantidadCompra': 1700.0, 'precioCompra': 17036.0, 'precioVenta': 17305.5, 'cantidadVenta': 1700.0}",17165.5,1.64,16915.5,17165.5,16915.5,17165.5,6.0,3.0,2023-12-29T12:29:39.277,,,,1,1,Halliburton Co.,T2,1,1
HALC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-29T03:00:26.677,,,,1,2,Halliburton,T2,1,1
HALD,,22.5,0.0,22.5,22.5,22.5,22.5,0.0,0.0,2023-12-29T03:00:03.86,,,,1,2,Halliburton,T2,1,1
HD,"{'cantidadCompra': 15.0, 'precioCompra': 10294.0, 'precioVenta': 10302.0, 'cantidadVenta': 3300.0}",10294.0,0.26,10220.0,10858.5,10124.5,10294.0,147.0,37.0,2023-12-29T13:45:56.6,,,,1,1,Home Depot,T2,1,1
HDB,"{'cantidadCompra': 0.0, 'precioCompra': 0.0, 'precioVenta': 32133.0, 'cantidadVenta': 40.0}",32061.5,0.0,32061.5,32061.5,32061.5,32061.5,0.0,0.0,2023-12-29T03:00:09.897,,,,1,1,HDFC BANK,T2,1,1
HL,"{'cantidadCompra': 5700.0, 'precioCompra': 4529.5, 'precioVenta': 4607.5, 'cantidadVenta': 5700.0}",4515.0,-4.09,4515.0,4515.0,4515.0,4515.0,1.0,1.0,2023-12-29T12:48:09.957,,,,1,1,Hecla Mining,T2,1,1
HMC,"{'cantidadCompra': 60.0, 'precioCompra': 28981.5, 'precioVenta': 29678.5, 'cantidadVenta': 60.0}",29679.0,2.6,29700.0,30844.5,28925.5,29679.0,186.0,29.0,2023-12-29T13:26:57.43,,,,1,1,Honda Motor,T2,1,1
HMY,"{'cantidadCompra': 20.0, 'precioCompra': 5100.0, 'precioVenta': 5956.5, 'cantidadVenta': 44.0}",5874.5,2.59,5910.0,6150.0,5727.0,5874.5,4231.0,279.0,2023-12-29T13:44:48.337,,,,1,1,Harmony Gold ,T2,1,1
HMYD,"{'cantidadCompra': 287.0, 'precioCompra': 5.37, 'precioVenta': 6.1, 'cantidadVenta': 11.0}",6.16,1.81,6.2,6.2,6.16,6.16,12.0,4.0,2023-12-29T12:20:57.533,,,,1,2,Harmony Gold,T2,1,1
HOG,"{'cantidadCompra': 100.0, 'precioCompra': 11629.5, 'precioVenta': 11765.0, 'cantidadVenta': 2100.0}",11905.5,2.97,11559.0,11905.5,11364.5,11905.5,11.0,4.0,2023-12-29T12:20:57.533,,,,1,1,Harley Davidson,T2,1,1
HON,"{'cantidadCompra': 60.0, 'precioCompra': 24746.5, 'precioVenta': 25004.5, 'cantidadVenta': 1300.0}",25000.0,1.55,25019.0,25019.0,24417.0,25000.0,153.0,13.0,2023-12-29T13:10:12.367,,,,1,1,Honeywell International,T2,1,1
HPQ,"{'cantidadCompra': 1100.0, 'precioCompra': 28270.5, 'precioVenta': 28851.0, 'cantidadVenta': 50.0}",28289.0,0.36,29000.0,29000.0,28256.0,28289.0,32.0,4.0,2023-12-29T13:41:37.613,,,,1,1,Hewlett-Packard,T2,1,1
HSBC,"{'cantidadCompra': 1800.0, 'precioCompra': 19109.5, 'precioVenta': 19334.0, 'cantidadVenta': 1800.0}",19174.0,0.04,19174.0,19174.0,19174.0,19174.0,1.0,1.0,2023-12-29T12:21:47.747,,,,1,1,Hsbc Holdings,T2,1,1
HSY,"{'cantidadCompra': 20.0, 'precioCompra': 8406.0, 'precioVenta': 8463.5, 'cantidadVenta': 2900.0}",8463.0,2.22,8309.0,8689.5,8167.5,8463.0,1290.0,126.0,2023-12-29T13:45:34.79,,,,1,1,Hershey,T2,1,1
HUT,"{'cantidadCompra': 3900.0, 'precioCompra': 64414.5, 'precioVenta': 65239.0, 'cantidadVenta': 3900.0}",65334.0,-13.81,75820.0,80799.0,60818.5,65334.0,3245.0,424.0,2023-12-29T13:46:18.337,,,,1,1,Hut 8 Mining Corp.,T2,1,1
HUTC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-29T03:01:12.63,,,,1,2,Hut 8 Mining Corp.,T2,1,1
HUTD,,9.0,0.0,9.0,9.0,9.0,9.0,0.0,0.0,2023-12-29T03:00:03.387,,,,1,2,Hut 8 Mining Corp.,T2,1,1
HWM,"{'cantidadCompra': 900.0, 'precioCompra': 50945.5, 'precioVenta': 51954.0, 'cantidadVenta': 40.0}",51505.0,0.49,53000.0,53000.0,51505.0,51505.0,3.0,3.0,2023-12-29T12:20:57.54,,,,1,1,Howmet Aerospace,T2,1,1
HWMD,,42.55,0.0,42.55,42.55,42.55,42.55,0.0,0.0,2023-12-29T03:00:06.547,,,,1,2,Howmet Aerospace,T2,1,1
IBM,"{'cantidadCompra': 60.0, 'precioCompra': 30888.5, 'precioVenta': 31179.0, 'cantidadVenta': 1200.0}",31179.0,1.12,30833.0,33594.0,30512.5,31179.0,723.0,231.0,2023-12-29T13:45:57.217,,,,1,1,Ibm,T2,1,1
IBMD,"{'cantidadCompra': 35.0, 'precioCompra': 30.2, 'precioVenta': 32.45, 'cantidadVenta': 1.0}",32.5,0.61,32.7,32.8,32.5,32.5,6.0,4.0,2023-12-29T12:20:57.543,,,,1,2,IBM,T2,1,1
IFF,"{'cantidadCompra': 250.0, 'precioCompra': 6359.0, 'precioVenta': 6438.5, 'cantidadVenta': 250.0}",6427.0,-0.46,6467.0,6467.0,6427.0,6427.0,252.0,2.0,2023-12-29T12:21:09.69,,,,1,1,INTL FLAVORS & FRAGRANCES,T2,1,1
IFFD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-29T03:00:02.327,,,,1,2,Intl Flavors & Fragrances,T2,1,1
INFY,"{'cantidadCompra': 80.0, 'precioCompra': 17269.5, 'precioVenta': 17599.0, 'cantidadVenta': 80.0}",17269.0,-1.88,17800.5,17801.0,17232.0,17269.0,108.0,9.0,2023-12-29T13:33:48.767,,,,1,1,InfoSys LTD,T2,1,1
ING,"{'cantidadCompra': 7000.0, 'precioCompra': 4681.5, 'precioVenta': 4785.0, 'cantidadVenta': 7000.0}",4851.5,2.17,4851.5,4851.5,4851.5,4851.5,1.0,1.0,2023-12-29T12:20:57.547,,,,1,1,CEDEAR ING GROUP,T2,1,1
INGD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-29T03:00:17.983,,,,1,2,Cedear Ing Group,T2,1,1
INTC,"{'cantidadCompra': 1.0, 'precioCompra': 9520.0, 'precioVenta': 9566.5, 'cantidadVenta': 5800.0}",9559.0,0.57,9521.0,9988.0,9300.0,9559.0,3200.0,279.0,2023-12-29T13:44:04.29,,,,1,1,Intel,T2,1,1
INTCD,"{'cantidadCompra': 118.0, 'precioCompra': 9.8, 'precioVenta': 10.0, 'cantidadVenta': 240.0}",10.0,-0.49,10.4,10.4,10.0,10.0,103.0,15.0,2023-12-29T13:32:06.127,,,,1,2,Intel,T2,1,1
IP,"{'cantidadCompra': 150.0, 'precioCompra': 8545.0, 'precioVenta': 8671.5, 'cantidadVenta': 150.0}",8588.0,-0.35,8605.0,8638.0,8588.0,8588.0,276.0,4.0,2023-12-29T13:03:03.8,,,,1,1,International Paper,T2,1,1
ITUB,"{'cantidadCompra': 280.0, 'precioCompra': 6597.5, 'precioVenta': 6625.0, 'cantidadVenta': 3.0}",6583.0,-0.08,6564.5,6860.0,6477.5,6583.0,2124.0,29.0,2023-12-29T13:42:29.94,,,,1,1,Banco Itaú Unibanco S.A.,T2,1,1
ITUBD,"{'cantidadCompra': 1.0, 'precioCompra': 6.1, 'precioVenta': 7.0, 'cantidadVenta': 7.0}",6.88,4.94,6.88,6.88,6.88,6.88,45.0,1.0,2023-12-29T12:20:57.553,,,,1,2,Banco Itaú Unibanco S.A.,T2,1,1
